year,工作类型,考试/招聘类型,用人单位/系统,岗位示例,学历要求,本科生专业要求,研究生专业要求,考试/招聘形式,报名时间,笔试/考试时间,特殊要求,工作地点,信息来源,备注,专业要求（原始）
2025,三支一扶,2025安徽三支一扶招募,县教育局,3023 县教育局,本科及以上,专业不限,,笔试+面试,,,招募类别：支教；服务单位：基层学校；招聘人数：4；报名人数：28；合格人数：25；缴费人数：16,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县教育局,3024 县教育局,本科及以上,专业不限,,笔试+面试,,,招募类别：支教；服务单位：基层学校；招聘人数：2；报名人数：51；合格人数：40；缴费人数：25,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县教育局,3025 县教育局,大专及以上,专业不限,,笔试+面试,,,招募类别：支教；服务单位：基层学校；招聘人数：2；报名人数：110；合格人数：45；缴费人数：34,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县卫健委,3026 县卫健委,大专及以上,大专：5201临床医学类；520401K中医学、520402K中医骨伤、520403K针灸推拿;520102K口腔医学;5207公共卫生与卫生管理类;5202护理类。 本科：1002临床医学类；1005中医学类;100301K口腔医学、101006口腔医学技术;1004公共卫生与预防医学类;1011护理学类。 研究生：1002临床医学、1051临床医学;1003口腔医学（一级学科）、1052口腔医学;1005中医学、1057中医、1059针灸;1004 公共卫生与预防医学（一级学科）;1011护理学。,,笔试+面试,,,招募类别：支医；服务单位：基层卫生院；招聘人数：4；报名人数：438；合格人数：287；缴费人数：158,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大专：5201临床医学类；520401K中医学、520402K中医骨伤、520403K针灸推拿;520102K口腔医学;5207公共卫生与卫生管理类;5202护理类。 本科：1002临床医学类；1005中医学类;100301K口腔医学、101006口腔医学技术;1004公共卫生与预防医学类;1011护理学类。 研究生：1002临床医学、1051临床医学;1003口腔医学（一级学科）、1052口腔医学;1005中医学、1057中医、1059针灸;1004 公共卫生与预防医学（一级学科）;1011护理学。
2025,三支一扶,2025安徽三支一扶招募,县卫健委,3027 县卫健委,大专及以上,大专：520502医学影像技术、520501医学检验技术、5203药学类； 本科：101003医学影像技术、101001医学检验技术、1007药学类； 研究生：100207影像医学与核医学、1058医学技术、1007药学、1055药学。,,笔试+面试,,,招募类别：支医；服务单位：基层卫生院；招聘人数：2；报名人数：263；合格人数：197；缴费人数：118,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大专：520502医学影像技术、520501医学检验技术、5203药学类； 本科：101003医学影像技术、101001医学检验技术、1007药学类； 研究生：100207影像医学与核医学、1058医学技术、1007药学、1055药学。
2025,三支一扶,2025安徽三支一扶招募,县人社局,3028 县人社局,大专及以上,专业不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇站所；招聘人数：12；报名人数：993；合格人数：784；缴费人数：478,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县农业农村局,3029 县农业农村局,大专及以上,专业不限,,笔试+面试,,,招募类别：乡村振兴协理；服务单位：乡镇站所；招聘人数：12；报名人数：906；合格人数：780；缴费人数：469,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：专业不限
2022,三支一扶,2022安徽三支一扶招募,县教育局,3014 县教育局,大专及以上,不限,,笔试+面试,,,招募类别：支教；服务单位：基层学校；招聘人数：20,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2022,三支一扶,2022安徽三支一扶招募,县卫健委,3015 县卫健委,大专及以上,中医学、中医骨伤、针灸推拿、中医康复技术、预防医学、公共卫生管理(大专)，中医学类、中西医结合类、针灸推拿学、康复治疗学、公共卫生与预防医学类（本科）,,笔试+面试,,,招募类别：支医；服务单位：基层卫生院；招聘人数：5,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：中医学、中医骨伤、针灸推拿、中医康复技术、预防医学、公共卫生管理(大专)，中医学类、中西医结合类、针灸推拿学、康复治疗学、公共卫生与预防医学类（本科）
2022,三支一扶,2022安徽三支一扶招募,县卫健委,3016 县卫健委,大专及以上,临床医学、医学影像技术、医学检验技术、卫生检验与检疫技术（大专），临床医学、医学影像学、医学影像技术、医学检验技术、卫生检验与检疫（本科）,,笔试+面试,,,招募类别：支医；服务单位：基层卫生院；招聘人数：5,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：临床医学、医学影像技术、医学检验技术、卫生检验与检疫技术（大专），临床医学、医学影像学、医学影像技术、医学检验技术、卫生检验与检疫（本科）
2022,三支一扶,2022安徽三支一扶招募,县辖乡镇,3017 县辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇社保所；招聘人数：15,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2023,三支一扶,2023安徽三支一扶招募,县教育局,3010 县教育局,大专及以上,不限,,笔试+面试,,,招募类别：支教；服务单位：基层学校；招聘人数：15；报名人数：1007；合格人数：840；缴费人数：534,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2023,三支一扶,2023安徽三支一扶招募,县人社局,3011 县人社局,大专及以上,不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇人社所；招聘人数：12；报名人数：728；合格人数：526；缴费人数：341,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2023,三支一扶,2023安徽三支一扶招募,县乡村振兴局,3012 县乡村振兴局,大专及以上,不限,,笔试+面试,,,招募类别：乡村振兴协理；服务单位：乡村振兴工作站；招聘人数：12；报名人数：622；合格人数：503；缴费人数：349,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2024,三支一扶,2024安徽三支一扶招募,县教育局,3029 县教育局,本科及以上,大学本科：0702物理学类； 研究生：0702物理学（一级学科）。,,笔试+面试,,,招募类别：支教；服务单位：乡镇学校；招聘人数：5；报名人数：17；合格人数：14；缴费人数：9,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大学本科：0702物理学类； 研究生：0702物理学（一级学科）。
2024,三支一扶,2024安徽三支一扶招募,县教育局,3030 县教育局,本科及以上,大学本科：0703化学类； 研究生：0703化学（一级学科）。,,笔试+面试,,,招募类别：支教；服务单位：乡镇学校；招聘人数：3；报名人数：39；合格人数：31；缴费人数：18,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大学本科：0703化学类； 研究生：0703化学（一级学科）。
2024,三支一扶,2024安徽三支一扶招募,县教育局,3031 县教育局,本科及以上,大学本科：0101哲学类、0302政治学类； 研究生：0101哲学（一级学科）、0302政治（一级学科）。,,笔试+面试,,,招募类别：支教；服务单位：乡镇学校；招聘人数：3；报名人数：8；合格人数：4；缴费人数：2,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大学本科：0101哲学类、0302政治学类； 研究生：0101哲学（一级学科）、0302政治（一级学科）。
2024,三支一扶,2024安徽三支一扶招募,县教育局,3032 县教育局,本科及以上,大学本科：0701数学类； 研究生：0701数学（一级学科）。,,笔试+面试,,,招募类别：支教；服务单位：乡镇学校；招聘人数：2；报名人数：42；合格人数：34；缴费人数：10,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大学本科：0701数学类； 研究生：0701数学（一级学科）。
2024,三支一扶,2024安徽三支一扶招募,县教育局,3033 县教育局,本科及以上,大学本科：050201英语、050262商务英语； 研究生：050201英语语言文学。,,笔试+面试,,,招募类别：支教；服务单位：乡镇学校；招聘人数：2；报名人数：64；合格人数：56；缴费人数：26,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大学本科：050201英语、050262商务英语； 研究生：050201英语语言文学。
2024,三支一扶,2024安徽三支一扶招募,县教育局,3034 县教育局,大专及以上,不限,,笔试+面试,,,招募类别：支教；服务单位：乡镇学校；招聘人数：3；报名人数：105；合格人数：59；缴费人数：37,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2024,三支一扶,2024安徽三支一扶招募,县教育局,3035 县教育局,大专及以上,不限,,笔试+面试,,,招募类别：支教；服务单位：乡镇学校；招聘人数：2；报名人数：70；合格人数：36；缴费人数：24,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2024,三支一扶,2024安徽三支一扶招募,乡镇政府,3036 乡镇政府,大专及以上,不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇人社所；招聘人数：12；报名人数：887；合格人数：572；缴费人数：298,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2024,三支一扶,2024安徽三支一扶招募,乡镇政府,3037 乡镇政府,大专及以上,不限,,笔试+面试,,,招募类别：乡村振兴协理；服务单位：乡村振兴工作站；招聘人数：12；报名人数：716；合格人数：597；缴费人数：310,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：不限
2024,三支一扶,2024安徽三支一扶招募,县卫健委,3038 县卫健委,大专及以上,专科：520102K口腔医学、520504口腔医学技术； 大学本科：100301K口腔医学、101006口腔医学技术； 研究生：1003口腔医学（一级学科）。,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：2；报名人数：26；合格人数：19；缴费人数：12,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：专科：520102K口腔医学、520504口腔医学技术； 大学本科：100301K口腔医学、101006口腔医学技术； 研究生：1003口腔医学（一级学科）。
2024,三支一扶,2024安徽三支一扶招募,县卫健委,3039 县卫健委,大专及以上,大专：520401K中医学、520402K中医骨伤、520403K针灸推拿； 大学本科：1005中医学类； 研究生：1005中医学、1057中医、1059针灸。,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：2；报名人数：41；合格人数：23；缴费人数：14,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大专：520401K中医学、520402K中医骨伤、520403K针灸推拿； 大学本科：1005中医学类； 研究生：1005中医学、1057中医、1059针灸。
2024,三支一扶,2024安徽三支一扶招募,县卫健委,3040 县卫健委,大专及以上,大专：5207公共卫生与卫生管理类； 大学本科：1004公共卫生与预防医学类； 研究生：1004公共卫生与预防医学（一级学科）。,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：2；报名人数：25；合格人数：11；缴费人数：7,安徽 亳州市利辛县,https://www.xduim.com/zw/szyf,,专业：大专：5207公共卫生与卫生管理类； 大学本科：1004公共卫生与预防医学类； 研究生：1004公共卫生与预防医学（一级学科）。
2022,三支一扶,2022安徽三支一扶招募,县农业农村局,3009 县农业农村局,大专及以上,农业类（大专），植物生产类（本科）,,笔试+面试,,,招募类别：支农；服务单位：乡镇农业综合服务站；招聘人数：5,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：农业类（大专），植物生产类（本科）
2022,三支一扶,2022安徽三支一扶招募,县自然资源和规划局,3010 县自然资源和规划局,大专及以上,林业类（大专），林学类（本科）,,笔试+面试,,,招募类别：支农；服务单位：乡镇自然资源和规划中心所；招聘人数：5,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：林业类（大专），林学类（本科）
2022,三支一扶,2022安徽三支一扶招募,县水利局,3011 县水利局,大专及以上,水文水资源类、水利工程与管理类（大专），水利类（本科）,,笔试+面试,,,招募类别：支农；服务单位：乡镇水利管理中心站；招聘人数：5,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：水文水资源类、水利工程与管理类（大专），水利类（本科）
2022,三支一扶,2022安徽三支一扶招募,县辖乡镇,3012 县辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇文化广播经济信息服务站（社保所）；招聘人数：5,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：不限
2022,三支一扶,2022安徽三支一扶招募,县辖乡镇,3013 县辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：乡村振兴协理；服务单位：乡镇乡村振兴工作站；招聘人数：5,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：不限
2023,三支一扶,2023安徽三支一扶招募,县自然资源和规划局,3001 县自然资源和规划局,大专及以上,林业类（大专）；林学类（本科）；林学（一级学科），林业（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支农；服务单位：牌坊自然资源和规划中心所；招聘人数：1；报名人数：12；合格人数：12；缴费人数：8,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：林业类（大专）；林学类（本科）；林学（一级学科），林业（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,县水利局,3002 县水利局,大专及以上,水文水资源类、水利工程与管理类（大专）；水利类（本科）；水利工程（一级学科），土木水利（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支农；服务单位：乡镇水利管理中心站；招聘人数：4；报名人数：30；合格人数：24；缴费人数：16,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：水文水资源类、水利工程与管理类（大专）；水利类（本科）；水利工程（一级学科），土木水利（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,县农业农村局,3003 县农业农村局,大专及以上,农业类、畜牧业类、渔业类（大专）；农业经济管理类、植物生产类、动物生产类、动物医学类、水产类、农业工程类（本科）；作物学、园艺学、农业资源与环境、植物保护、畜牧学、兽医学、水产、农业工程（一级学科），农业、兽医（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支农；服务单位：乡镇农业综合服务站；招聘人数：11；报名人数：75；合格人数：49；缴费人数：27,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：农业类、畜牧业类、渔业类（大专）；农业经济管理类、植物生产类、动物生产类、动物医学类、水产类、农业工程类（本科）；作物学、园艺学、农业资源与环境、植物保护、畜牧学、兽医学、水产、农业工程（一级学科），农业、兽医（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,县辖乡镇,3004 县辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：乡村振兴协理；服务单位：镇政府所属事业单位；招聘人数：2；报名人数：126；合格人数：81；缴费人数：42,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：不限
2023,三支一扶,2023安徽三支一扶招募,县辖乡镇,3005 县辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：镇政府所属事业单位；招聘人数：5；报名人数：424；合格人数：316；缴费人数：212,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：不限
2023,三支一扶,2023安徽三支一扶招募,县卫健委,3006 县卫健委,大专及以上,临床医学类（大专）；临床医学类、中医学类（本科）；临床医学、中医学（一级学科），临床医学、中医（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：牌坊镇卫生院；招聘人数：1；报名人数：12；合格人数：5；缴费人数：3,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：临床医学类（大专）；临床医学类、中医学类（本科）；临床医学、中医学（一级学科），临床医学、中医（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,县卫健委,3007 县卫健委,大专及以上,口腔医学专业（大专）；口腔医学专业（本科）；口腔医学（一级学科），口腔医学（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：曹市镇卫生院；招聘人数：1；报名人数：10；合格人数：6；缴费人数：5,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：口腔医学专业（大专）；口腔医学专业（本科）；口腔医学（一级学科），口腔医学（专业学位硕士）（研究生）
2025,三支一扶,2025安徽三支一扶招募,县自然资源和规划局,3030 县自然资源和规划局,大专及以上,大专：4102林业类； 本科：0905林学类； 研究生：0907林学、0954林业。,,笔试+面试,,,招募类别：支农-林业；服务单位：涡阳县自然资源和规划局乡镇中心所；招聘人数：6；报名人数：44；合格人数：35；缴费人数：22,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：大专：4102林业类； 本科：0905林学类； 研究生：0907林学、0954林业。
2025,三支一扶,2025安徽三支一扶招募,县辖乡镇,3031 县辖乡镇,大专及以上,专业不限,,笔试+面试,,,招募类别：乡村振兴协理；服务单位：新时代文明实践和农业农村发展中心；招聘人数：3；报名人数：272；合格人数：238；缴费人数：126,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县辖乡镇,3032 县辖乡镇,大专及以上,专业不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：便民和退役军人服务中心；招聘人数：7；报名人数：624；合格人数：556；缴费人数：326,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县教育局,3033 县教育局,本科及以上,专业不限,,笔试+面试,,,招募类别：支教；服务单位：基层中学；招聘人数：3；报名人数：93；合格人数：72；缴费人数：48,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县教育局,3034 县教育局,本科及以上,专业不限,,笔试+面试,,,招募类别：支教；服务单位：基层中学；招聘人数：4；报名人数：107；合格人数：87；缴费人数：58,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县教育局,3035 县教育局,本科及以上,专业不限,,笔试+面试,,,招募类别：支教；服务单位：基层中学；招聘人数：4；报名人数：93；合格人数：68；缴费人数：51,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县教育局,3036 县教育局,本科及以上,专业不限,,笔试+面试,,,招募类别：支教；服务单位：基层中学；招聘人数：1；报名人数：15；合格人数：13；缴费人数：9,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：专业不限
2025,三支一扶,2025安徽三支一扶招募,县教育局,3037 县教育局,本科及以上,专业不限,,笔试+面试,,,招募类别：支教；服务单位：基层中学；招聘人数：1；报名人数：25；合格人数：16；缴费人数：9,安徽 亳州市涡阳县,https://www.xduim.com/zw/szyf,,专业：专业不限
2022,三支一扶,2022安徽三支一扶招募,县卫健委,3018 县卫健委,大专及以上,临床医学类,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：10,安徽 亳州市蒙城县,https://www.xduim.com/zw/szyf,,专业：临床医学类
2022,三支一扶,2022安徽三支一扶招募,县卫健委,3019 县卫健委,大专及以上,中医学、中医骨伤、针灸推拿（大专），中医学类、中西医结合类（本科）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：10,安徽 亳州市蒙城县,https://www.xduim.com/zw/szyf,,专业：中医学、中医骨伤、针灸推拿（大专），中医学类、中西医结合类（本科）
2022,三支一扶,2022安徽三支一扶招募,县辖乡镇,3020 县辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇社保所；招聘人数：34,安徽 亳州市蒙城县,https://www.xduim.com/zw/szyf,,专业：不限
2022,三支一扶,2022安徽三支一扶招募,县自然资源和规划局,3021 县自然资源和规划局,大专及以上,不限,,笔试+面试,,,招募类别：支农；服务单位：乡镇自然资源中心所；招聘人数：1,安徽 亳州市蒙城县,https://www.xduim.com/zw/szyf,,专业：不限
2023,三支一扶,2023安徽三支一扶招募,县卫健委,3008 县卫健委,大专及以上,临床医学类（大专）；临床医学类（本科）；临床医学（一级学科），临床医学（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：8；报名人数：84；合格人数：58；缴费人数：43,安徽 亳州市蒙城县,https://www.xduim.com/zw/szyf,,专业：临床医学类（大专）；临床医学类（本科）；临床医学（一级学科），临床医学（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,县卫健委,3009 县卫健委,大专及以上,中医学专业、中医骨伤专业、针灸推拿专业（大专）；中医学专业、针灸推拿学专业、中西医临床医学专业（本科）；中医学（一级学科），中医、针灸（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：2；报名人数：43；合格人数：33；缴费人数：22,安徽 亳州市蒙城县,https://www.xduim.com/zw/szyf,,专业：中医学专业、中医骨伤专业、针灸推拿专业（大专）；中医学专业、针灸推拿学专业、中西医临床医学专业（本科）；中医学（一级学科），中医、针灸（专业学位硕士）（研究生）
2024,三支一扶,2024安徽三支一扶招募,县自然资源和规划局,3028 县自然资源和规划局,大专及以上,不限,,笔试+面试,,,招募类别：支农；服务单位：县自然资源和规划局乡镇中心所；招聘人数：2；报名人数：292；合格人数：215；缴费人数：100,安徽 亳州市蒙城县,https://www.xduim.com/zw/szyf,,专业：不限
2025,三支一扶,2025安徽三支一扶招募,县（区）辖乡镇,3038 县（区）辖乡镇,大专及以上,专业不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇社保所；招聘人数：5；报名人数：646；合格人数：445；缴费人数：278,安徽 亳州市蒙城县,https://www.xduim.com/zw/szyf,,专业：专业不限
2022,三支一扶,2022安徽三支一扶招募,区辖乡镇,3001 区辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇社保所；招聘人数：10,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：不限
2022,三支一扶,2022安徽三支一扶招募,区辖乡镇,3002 区辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：乡村振兴协理；服务单位：乡镇乡村振兴工作站；招聘人数：10,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：不限
2022,三支一扶,2022安徽三支一扶招募,区卫健委,3003 区卫健委,大专及以上,药学类（大专），中药学类（本科）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：3,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：药学类（大专），中药学类（本科）
2022,三支一扶,2022安徽三支一扶招募,区卫健委,3004 区卫健委,大专及以上,临床医学类,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：11,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：临床医学类
2022,三支一扶,2022安徽三支一扶招募,区卫健委,3005 区卫健委,大专及以上,康复治疗类（大专），康复治疗学、康复物理治疗、听力与言语康复学（本科）,,笔试+面试,,,招募类别：支医；服务单位：华佗镇卫生院；招聘人数：1,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：康复治疗类（大专），康复治疗学、康复物理治疗、听力与言语康复学（本科）
2022,三支一扶,2022安徽三支一扶招募,区卫健委,3006 区卫健委,大专及以上,护理类（大专），护理学类（本科）,,笔试+面试,,,招募类别：支医；服务单位：城父镇卫生院；招聘人数：2,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：护理类（大专），护理学类（本科）
2022,三支一扶,2022安徽三支一扶招募,区卫健委,3007 区卫健委,大专及以上,医学影像技术、放射治疗技术（大专），医学影像学、放射医学（本科）,,笔试+面试,,,招募类别：支医；服务单位：双沟中心镇卫生院；招聘人数：2,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：医学影像技术、放射治疗技术（大专），医学影像学、放射医学（本科）
2022,三支一扶,2022安徽三支一扶招募,区卫健委,3008 区卫健委,大专及以上,药学类,,笔试+面试,,,招募类别：支医；服务单位：双沟中心镇卫生院；招聘人数：1,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：药学类
2023,三支一扶,2023安徽三支一扶招募,区卫健委,3013 区卫健委,大专及以上,临床医学类（大专）；临床医学类（本科）；临床医学（一级学科），临床医学（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：4；报名人数：65；合格人数：50；缴费人数：34,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：临床医学类（大专）；临床医学类（本科）；临床医学（一级学科），临床医学（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,区卫健委,3014 区卫健委,大专及以上,中药学专业、蒙药学专业、藏药学专业(大专）；中药学类（本科）；中药学（一级学科），中药（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：4；报名人数：76；合格人数：60；缴费人数：42,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：中药学专业、蒙药学专业、藏药学专业(大专）；中药学类（本科）；中药学（一级学科），中药（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,区卫健委,3015 区卫健委,大专及以上,医学影像技术专业、放射治疗技术专业（大专）；医学影像技术专业、医学影像学专业、放射医学专业（本科）；临床医学、基础医学（一级学科），临床医学、医学技术（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：4；报名人数：150；合格人数：120；缴费人数：64,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：医学影像技术专业、放射治疗技术专业（大专）；医学影像技术专业、医学影像学专业、放射医学专业（本科）；临床医学、基础医学（一级学科），临床医学、医学技术（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,区卫健委,3016 区卫健委,大专及以上,康复治疗类（大专）；康复治疗学专业、康复物理治疗专业、听力与言语康复学专业（本科）；医学技术（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：5；报名人数：135；合格人数：110；缴费人数：64,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：康复治疗类（大专）；康复治疗学专业、康复物理治疗专业、听力与言语康复学专业（本科）；医学技术（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,区卫健委,3017 区卫健委,大专及以上,护理类（大专）；护理学类（本科）；护理学（一级学科），护理（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：2；报名人数：203；合格人数：142；缴费人数：61,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：护理类（大专）；护理学类（本科）；护理学（一级学科），护理（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,区卫健委,3018 区卫健委,大专及以上,中医学专业、中医骨伤专业、针灸推拿专业(大专）；中医学类（本科）；中医学（一级学科），中医、针灸（专业学位硕士）（研究生）,,笔试+面试,,,招募类别：支医；服务单位：华佗镇卫生院；招聘人数：1；报名人数：39；合格人数：23；缴费人数：14,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：中医学专业、中医骨伤专业、针灸推拿专业(大专）；中医学类（本科）；中医学（一级学科），中医、针灸（专业学位硕士）（研究生）
2023,三支一扶,2023安徽三支一扶招募,区辖乡镇,3019 区辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：乡村振兴协理；服务单位：乡镇乡村振兴工作站；招聘人数：10；报名人数：651；合格人数：558；缴费人数：339,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：不限
2023,三支一扶,2023安徽三支一扶招募,区辖乡镇,3020 区辖乡镇,大专及以上,不限,,笔试+面试,,,招募类别：基层人社平台；服务单位：乡镇人社所；招聘人数：10；报名人数：714；合格人数：594；缴费人数：346,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：不限
2024,三支一扶,2024安徽三支一扶招募,区卫健委,3020 区卫健委,大专及以上,大专：5201临床医学类； 大学本科：1002临床医学类； 研究生：1002临床医学、1051临床医学。,,笔试+面试,,,招募类别：支医；服务单位：乡镇卫生院；招聘人数：2；报名人数：46；合格人数：40；缴费人数：23,安徽 亳州市谯城区,https://www.xduim.com/zw/szyf,,专业：大专：5201临床医学类； 大学本科：1002临床医学类； 研究生：1002临床医学、1051临床医学。
